Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
13.7026	0	0	153	FullDelay	7.1001	7.1001e+06	5	1
13.7468	0	0	169	LastDelay	0.000761144	761.144	1	1
13.7468	0	0	169	FullDelay	6.77021	6.77021e+06	5	1
13.8455	0	0	151	LastDelay	0.000707144	707.144	1	1
13.8455	0	0	151	FullDelay	7.25412	7.25412e+06	5	1
13.8677	0	0	230	LastDelay	0.000743144	743.144	1	1
13.8677	0	0	230	FullDelay	5.12786	5.12786e+06	4	1
13.9451	0	0	137	LastDelay	0.000698144	698.144	1	1
13.9451	0	0	137	FullDelay	7.47452	7.47452e+06	5	1
14.1328	0	0	11	LastDelay	0.000689144	689.144	1	1
14.1328	0	0	11	FullDelay	12.3549	1.23549e+07	9	1
14.1878	0	0	220	LastDelay	0.000743144	743.144	1	1
14.1878	0	0	220	FullDelay	5.50297	5.50297e+06	4	1
14.2208	0	0	223	LastDelay	0.000752144	752.144	1	1
14.2208	0	0	223	FullDelay	5.51956	5.51956e+06	4	1
14.3085	0	0	215	LastDelay	0.000761144	761.144	1	1
14.3085	0	0	215	FullDelay	5.65116	5.65116e+06	4	1
14.3304	0	0	212	LastDelay	0.000734144	734.144	1	1
14.3304	0	0	212	FullDelay	5.72243	5.72243e+06	4	1
14.3691	0	0	217	LastDelay	0.000752144	752.144	1	1
14.3691	0	0	217	FullDelay	5.7008	5.7008e+06	4	1
14.4018	0	0	51	LastDelay	0.000743144	743.144	1	1
14.4018	0	0	51	FullDelay	10.4413	1.04413e+07	7	1
14.4241	0	0	260	LastDelay	0.000752144	752.144	1	1
14.4241	0	0	260	FullDelay	4.56127	4.56127e+06	3	1
14.4351	0	0	261	LastDelay	0.000698144	698.144	1	1
14.4351	0	0	261	FullDelay	4.56667	4.56667e+06	3	1
14.4571	0	0	263	LastDelay	0.000743144	743.144	1	1
14.4571	0	0	263	FullDelay	4.5775	4.5775e+06	3	1
14.6655	0	0	278	LastDelay	0.000734144	734.144	1	1
14.6655	0	0	278	FullDelay	4.53277	4.53277e+06	3	1
14.6871	0	0	280	LastDelay	0.000752144	752.144	1	1
14.6871	0	0	280	FullDelay	4.54329	4.54329e+06	3	1
14.7089	0	0	107	LastDelay	0.000752144	752.144	1	1
14.7089	0	0	107	FullDelay	9.08475	9.08475e+06	6	1
14.7857	0	0	284	LastDelay	0.000761144	761.144	1	1
14.7857	0	0	284	FullDelay	4.45496	4.45496e+06	3	1
14.8021	0	0	287	LastDelay	0.000761144	761.144	1	1
14.8021	0	0	287	FullDelay	4.45486	4.45486e+06	3	1
14.8077	0	0	58	LastDelay	0.000752144	752.144	1	1
14.8077	0	0	58	FullDelay	10.7486	1.07486e+07	7	1
14.8297	0	0	60	LastDelay	0.000716144	716.144	1	1
14.8297	0	0	60	FullDelay	10.7487	1.07487e+07	7	1
14.8408	0	0	116	LastDelay	0.000725144	725.144	1	1
14.8408	0	0	116	FullDelay	9.06856	9.06856e+06	6	1
14.8627	0	0	290	LastDelay	0.000734144	734.144	1	1
14.8627	0	0	290	FullDelay	4.49888	4.49888e+06	3	1
14.9179	0	0	132	LastDelay	0.000734144	734.144	1	1
14.9179	0	0	132	FullDelay	8.88269	8.88269e+06	6	1
14.9841	0	0	299	LastDelay	0.000725144	725.144	1	1
14.9841	0	0	299	FullDelay	4.50488	4.50488e+06	3	1
15.1153	0	0	308	LastDelay	0.000743144	743.144	1	1
15.1153	0	0	308	FullDelay	4.27287	4.27287e+06	3	1
15.1647	0	0	318	LastDelay	0.000743144	743.144	1	1
15.1647	0	0	318	FullDelay	4.04752	4.04752e+06	3	1
15.1973	0	0	186	LastDelay	0.000761144	761.144	1	1
15.1973	0	0	186	FullDelay	7.25618	7.25618e+06	5	1
15.2307	0	0	180	LastDelay	0.000752144	752.144	1	1
15.2307	0	0	180	FullDelay	7.32252	7.32252e+06	5	1
15.2634	0	0	324	LastDelay	0.000716144	716.144	1	1
15.2634	0	0	324	FullDelay	4.01954	4.01954e+06	3	1
